"time period","train operating company name","NR on TOC External","NR on TOC Network Management Other","NR on TOC Non Track Assets","NR on TOC Severe Weather","NR on TOC Track","TOC on Self Fleet","TOC on Self Operations","TOC on Self Stations","TOC on Self TOC Other","TOC on Self Traincrew","TOC on TOC Fleet","TOC on TOC Operations","TOC on TOC Stations","TOC on TOC TOC Other","TOC on TOC Traincrew"
"Apr 2022 to Mar 2023 (Period 13)","Hull Trains","196.3","223.4","443.1","402.2","228.0","40.0","37.3","22.0","15.0","27.7","142.0","71.5","0.0","44.0","50.5"
"Apr 2023 to Mar 2024 (Period 01)","Hull Trains","526.0","316.0","457.0","164.0","235.0","102.0","7.5","30.0","31.0","94.0","59.0","29.5","14.0","37.0","24.0"
"Apr 2023 to Mar 2024 (Period 02)","Hull Trains","298.0","260.5","387.0","93.0","190.0","236.0","24.0","9.0","92.0","0.0","141.5","12.0","13.0","14.0","83.0"
"Apr 2023 to Mar 2024 (Period 03)","Hull Trains","649.0","274.5","805.0","56.0","326.0","0.0","33.0","42.0","31.0","43.0","364.0","19.5","24.0","33.0","30.0"
"Apr 2023 to Mar 2024 (Period 04)","Hull Trains","239.0","200.0","411.0","0.0","163.0","31.0","36.5","61.0","105.0","38.0","86.0","21.5","15.0","34.0","110.0"
"Apr 2023 to Mar 2024 (Period 05)","Hull Trains","513.0","206.5","649.0","17.0","255.0","69.0","29.0","19.0","55.0","42.0","210.0","36.0","3.0","59.0","53.5"
"Apr 2023 to Mar 2024 (Period 06)","Hull Trains","718.0","265.2","428.2","66.0","139.0","29.0","32.0","19.0","18.0","28.0","131.6","37.0","28.0","141.0","47.0"
"Apr 2023 to Mar 2024 (Period 07)","Hull Trains","303.0","479.0","1124.0","32.5","72.0","123.0","50.5","35.0","58.0","36.0","189.0","13.0","9.0","28.0","65.0"
"Apr 2023 to Mar 2024 (Period 08)","Hull Trains","78.0","577.9","888.4","602.5","142.0","166.0","90.0","31.0","28.0","43.0","192.2","87.5","5.0","70.5","85.0"
"Apr 2023 to Mar 2024 (Period 09)","Hull Trains","434.0","537.5","1241.0","613.0","257.0","141.0","21.5","21.0","47.5","11.0","353.0","48.0","30.0","43.5","52.0"
"Apr 2023 to Mar 2024 (Period 10)","Hull Trains","162.0","704.5","845.0","1015.5","27.0","436.0","28.5","46.0","11.5","44.0","241.0","38.0","3.0","77.0","86.0"
"Apr 2023 to Mar 2024 (Period 11)","Hull Trains","303.0","337.4","345.4","217.0","178.0","22.0","79.0","30.0","0.0","44.0","201.2","15.0","8.0","40.0","24.0"
"Apr 2023 to Mar 2024 (Period 12)","Hull Trains","382.0","214.5","672.0","24.0","211.0","77.0","45.5","13.0","5.0","33.0","221.0","37.0","15.0","112.0","73.0"
"Apr 2023 to Mar 2024 (Period 13)","Hull Trains","998.3","178.6","398.5","43.3","133.0","37.0","25.9","40.0","76.0","20.0","332.3","9.2","18.0","79.4","85.4"
"Apr 2024 to Mar 2025 (Period 01)","Hull Trains","155.5","224.0","460.0","21.0","159.0","20.0","30.0","45.0","0.0","46.0","119.0","26.0","18.0","43.5","23.0"
"Apr 2024 to Mar 2025 (Period 02)","Hull Trains","414.0","235.5","631.0","6.0","182.0","210.0","15.0","20.0","17.0","48.0","278.0","42.0","6.0","31.0","81.5"
"Apr 2024 to Mar 2025 (Period 03)","Hull Trains","317.0","544.0","367.0","3.0","67.0","46.0","7.0","51.0","244.0","2.0","505.0","54.0","27.0","45.0","69.0"
"Apr 2024 to Mar 2025 (Period 04)","Hull Trains","378.0","363.0","1246.0","31.0","60.0","84.0","3.0","44.0","38.0","13.0","697.0","66.0","5.0","64.0","48.0"
"Apr 2024 to Mar 2025 (Period 05)","Hull Trains","1833.0","251.5","630.0","147.0","63.0","33.0","6.0","31.0","77.0","9.5","193.0","43.0","25.0","291.0","64.0"
"Apr 2024 to Mar 2025 (Period 06)","Hull Trains","613.0","315.5","492.0","37.0","287.0","21.0","5.5","31.0","43.0","23.0","142.0","51.0","109.0","153.0","57.0"
"Apr 2024 to Mar 2025 (Period 07)","Hull Trains","951.5","349.5","397.0","164.5","108.0","267.0","12.0","56.0","81.5","11.0","141.0","27.5","14.0","87.5","80.0"
"Apr 2024 to Mar 2025 (Period 08)","Hull Trains","468.0","398.5","454.0","137.5","138.0","177.0","40.0","22.0","169.0","35.0","93.5","3.0","34.0","66.5","113.0"
"Apr 2024 to Mar 2025 (Period 09)","Hull Trains","733.0","715.3","827.3","337.5","411.0","0.0","4.0","24.0","33.0","79.0","396.9","8.5","42.0","176.5","208.0"
"Apr 2024 to Mar 2025 (Period 10)","Hull Trains","1064.5","391.0","233.0","137.0","140.0","20.0","1.5","102.0","108.0","18.0","422.0","36.5","27.0","78.5","29.0"
"Apr 2024 to Mar 2025 (Period 11)","Hull Trains","550.0","353.0","1351.0","1078.0","174.0","29.0","42.5","14.0","51.0","62.0","233.5","20.0","15.0","57.0","61.0"
"Apr 2024 to Mar 2025 (Period 12)","Hull Trains","1564.0","512.0","365.0","50.0","237.0","6.0","1.5","44.0","102.5","58.0","152.0","15.0","14.5","122.5","97.0"
"Apr 2024 to Mar 2025 (Period 13)","Hull Trains","265.0","310.6","208.7","1.5","222.0","0.0","33.5","17.0","32.0","9.4","412.7","12.1","26.5","76.0","41.0"
"Apr 2025 to Mar 2026 (Period 01)","Hull Trains","566.0","216.0","786.0","17.0","274.0","166.0","11.0","39.0","16.0","26.0","130.0","14.0","37.0","41.0","74.0"
"Apr 2025 to Mar 2026 (Period 02)","Hull Trains","443.0","598.0","259.0","33.0","156.0","20.0","20.0","56.0","49.0","92.0","283.5","14.0","21.5","54.0","33.0"
"Apr 2025 to Mar 2026 (Period 03)","Hull Trains","171.1","300.4","510.0","0.0","119.0","172.0","98.0","87.0","101.0","272.0","107.0","13.0","41.0","49.0","100.5"
"Apr 2025 to Mar 2026 (Period 04)","Hull Trains","138.0","437.0","665.0","31.0","57.0","51.0","88.0","59.0","67.0","109.0","156.0","3.0","17.0","27.0","82.0"
"Apr 2025 to Mar 2026 (Period 05)","Hull Trains","941.0","259.5","517.0","356.0","123.0","36.0","12.0","66.0","21.0","246.0","78.0","12.0","20.0","42.0","36.5"
"Apr 2025 to Mar 2026 (Period 06)","Hull Trains","230.0","420.5","255.0","122.0","193.0","0.0","28.0","36.0","10.0","152.0","193.0","14.0","26.0","76.0","56.5"
"Apr 2025 to Mar 2026 (Period 07)","Hull Trains","353.3","246.0","342.0","65.0","139.0","92.0","44.0","52.0","124.0","14.0","105.0","17.0","15.7","78.5","50.5"
"Apr 2025 to Mar 2026 (Period 08)","Hull Trains","541.0","363.0","567.0","120.0","200.0","48.0","23.0","57.0","110.5","122.0","275.0","41.5","43.0","140.5","26.5"
"Apr 2025 to Mar 2026 (Period 09)","Hull Trains","209.0","657.5","594.0","89.0","717.0","81.0","29.0","25.0","22.0","49.0","294.0","44.0","72.0","107.5","103.0"
"Apr 2025 to Mar 2026 (Period 10)","Hull Trains","327.0","362.3","410.8","23.5","199.0","208.0","15.0","27.0","3.0","63.0","177.4","32.0","7.0","77.5","50.5"
"Apr 2025 to Mar 2026 (Period 11)","Hull Trains","135.0","815.0","301.0","38.5","259.0","199.0","64.5","13.0","21.0","58.5","218.0","50.0","42.0","102.5","89.0"
"Apr 2025 to Mar 2026 (Period 12)","Hull Trains","532.3","241.6","723.8","14.5","159.1","152.7","137.7","32.0","13.0","92.0","379.3","24.0","63.0","67.0","73.0"
"Apr 2019 to Mar 2020 (Period 01)","London North Eastern Railway","3723.5","2857.0","4943.0","265.0","1807.0","3293.0","8.0","761.0","824.0","838.0","1789.0","248.5","191.5","500.5","768.0"
"Apr 2019 to Mar 2020 (Period 02)","London North Eastern Railway","3450.1","3349.1","8512.0","343.0","1444.0","5078.0","151.0","523.0","1022.0","441.5","1884.4","247.5","213.5","679.3","594.5"
"Apr 2019 to Mar 2020 (Period 03)","London North Eastern Railway","8631.0","3612.5","6418.0","369.0","1368.0","5723.0","85.0","768.5","1213.0","795.5","5131.5","312.5","188.5","561.0","872.0"
"Apr 2019 to Mar 2020 (Period 04)","London North Eastern Railway","8020.0","4270.2","7594.0","156.1","1762.2","5577.0","140.5","1036.0","1137.0","735.5","1764.0","329.1","297.5","397.0","921.0"
"Apr 2019 to Mar 2020 (Period 05)","London North Eastern Railway","3461.0","3614.5","15405.0","1685.0","3976.0","5246.0","259.5","1297.0","1255.0","1145.0","9220.5","366.0","318.5","443.5","818.5"
"Apr 2019 to Mar 2020 (Period 06)","London North Eastern Railway","5887.0","4408.0","2592.0","222.0","2496.0","5563.0","198.0","1292.5","983.5","485.0","3579.0","471.0","385.5","491.0","1021.5"
"Apr 2019 to Mar 2020 (Period 07)","London North Eastern Railway","4795.3","3610.1","5081.5","1164.2","2482.4","3598.5","84.0","676.5","874.0","642.5","3883.0","674.5","358.0","677.6","1145.0"
"Apr 2019 to Mar 2020 (Period 08)","London North Eastern Railway","15953.0","4361.6","4369.0","2578.9","2284.1","7806.5","91.0","644.0","719.5","1133.0","2779.0","383.3","289.0","831.1","1176.0"
"Apr 2019 to Mar 2020 (Period 09)","London North Eastern Railway","2787.2","3563.9","7641.5","1749.4","7978.0","6444.5","262.5","586.5","1052.5","1097.5","2628.0","535.5","351.0","1396.8","1666.1"
"Apr 2019 to Mar 2020 (Period 10)","London North Eastern Railway","8218.5","2430.5","7073.2","1146.1","1947.0","4819.0","215.0","1717.5","1349.5","1119.5","2412.3","592.0","455.0","561.4","1570.5"
"Apr 2019 to Mar 2020 (Period 11)","London North Eastern Railway","3083.1","3785.4","6267.0","1894.0","3481.0","4464.0","60.5","375.5","590.0","518.5","2028.0","416.9","255.0","690.3","833.7"
"Apr 2019 to Mar 2020 (Period 12)","London North Eastern Railway","4151.1","2696.0","9012.5","4950.5","3189.0","6993.0","445.0","564.5","1695.0","769.5","2871.5","371.4","220.0","638.5","1368.5"
"Apr 2019 to Mar 2020 (Period 13)","London North Eastern Railway","4265.0","2210.8","4055.1","1471.5","1955.0","4780.5","120.0","253.5","930.0","547.0","1527.6","281.5","117.5","480.0","626.0"
"Apr 2020 to Mar 2021 (Period 01)","London North Eastern Railway","793.0","347.0","998.0","25.0","327.0","762.0","76.0","29.0","171.0","167.5","98.0","17.5","6.0","31.0","18.0"
"Apr 2020 to Mar 2021 (Period 02)","London North Eastern Railway","2082.0","1024.0","1204.0","763.0","628.0","2535.0","2.0","54.0","265.0","196.5","122.0","52.5","0.0","78.0","76.0"
"Apr 2020 to Mar 2021 (Period 03)","London North Eastern Railway","861.0","554.0","1215.0","480.0","710.0","824.0","11.0","54.0","320.0","247.5","230.0","53.0","23.5","101.0","111.0"
"Apr 2020 to Mar 2021 (Period 04)","London North Eastern Railway","674.5","1287.0","1514.0","8.0","1410.0","1031.0","97.0","43.5","337.0","220.5","257.0","64.0","38.0","105.5","113.0"
"Apr 2020 to Mar 2021 (Period 05)","London North Eastern Railway","5914.0","1898.5","2396.0","354.0","819.0","1935.0","245.5","118.0","629.0","180.5","576.0","83.0","21.0","238.0","153.5"
"Apr 2020 to Mar 2021 (Period 06)","London North Eastern Railway","2760.0","1020.0","4609.0","371.0","393.0","1161.0","59.0","61.0","367.0","409.5","484.0","100.0","29.0","127.0","151.5"
"Apr 2020 to Mar 2021 (Period 07)","London North Eastern Railway","3460.1","1914.5","2297.0","575.5","1003.0","2147.0","236.5","66.0","650.0","188.0","857.0","146.5","40.5","340.4","284.0"
"Apr 2020 to Mar 2021 (Period 08)","London North Eastern Railway","2043.0","1794.0","4020.0","781.0","985.0","1876.5","67.0","81.0","457.5","273.5","622.5","144.0","54.5","605.5","253.0"
"Apr 2020 to Mar 2021 (Period 09)","London North Eastern Railway","4600.5","1291.5","2608.0","1058.0","1707.0","1647.0","85.5","70.0","973.5","220.0","234.0","74.5","75.0","315.0","190.5"
"Apr 2020 to Mar 2021 (Period 10)","London North Eastern Railway","1683.7","1392.8","3594.5","3560.6","541.2","1688.0","49.0","66.0","519.0","199.5","511.2","484.5","31.0","207.0","230.0"
"Apr 2020 to Mar 2021 (Period 11)","London North Eastern Railway","2477.9","1551.5","1889.8","2189.2","3346.3","1678.0","38.0","114.5","237.0","177.0","649.4","114.0","51.0","164.0","368.5"
"Apr 2020 to Mar 2021 (Period 12)","London North Eastern Railway","1195.2","1112.9","2533.3","2117.5","1078.0","3434.8","8.0","46.0","1743.0","160.5","1929.0","60.0","11.0","113.5","157.5"
"Apr 2020 to Mar 2021 (Period 13)","London North Eastern Railway","2866.8","1172.2","2310.5","981.5","421.7","1061.5","36.2","21.5","342.5","274.3","269.8","99.9","29.5","63.0","296.2"
"Apr 2021 to Mar 2022 (Period 01)","London North Eastern Railway","2898.0","995.8","6499.0","90.0","414.0","1492.0","66.0","79.0","383.0","259.0","689.7","71.0","36.0","183.0","170.5"
"Apr 2021 to Mar 2022 (Period 02)","London North Eastern Railway","5311.0","1182.0","2119.0","598.0","366.0","1686.0","113.0","136.5","269.0","172.5","687.5","124.5","19.0","314.0","229.0"
"Apr 2021 to Mar 2022 (Period 03)","London North Eastern Railway","5719.5","1503.0","4347.0","170.0","825.0","3095.5","284.0","188.0","296.0","300.0","780.0","177.5","60.0","157.5","267.0"
"Apr 2021 to Mar 2022 (Period 04)","London North Eastern Railway","3598.0","1595.0","7360.0","583.5","1064.0","2363.5","239.0","182.5","505.0","369.5","1076.5","107.5","109.0","217.5","460.5"
"Apr 2021 to Mar 2022 (Period 05)","London North Eastern Railway","6007.0","2295.8","3654.0","880.3","1153.0","2434.0","99.0","255.0","1757.5","643.0","653.0","201.4","85.0","461.5","561.5"
"Apr 2021 to Mar 2022 (Period 06)","London North Eastern Railway","8925.0","1885.5","9158.0","473.0","221.0","3547.0","134.0","358.0","772.5","474.0","1765.0","306.0","171.0","470.0","540.0"
"Apr 2021 to Mar 2022 (Period 07)","London North Eastern Railway","4659.0","2935.5","3648.0","835.5","950.0","2477.0","132.0","293.0","669.5","295.0","887.0","301.0","171.0","483.0","493.5"
"Apr 2021 to Mar 2022 (Period 08)","London North Eastern Railway","2993.0","2891.9","9037.1","6866.3","1001.0","2318.0","187.0","317.0","1689.5","503.0","1497.5","348.5","257.0","988.2","471.0"
"Apr 2021 to Mar 2022 (Period 09)","London North Eastern Railway","3620.0","3464.0","3814.0","5542.0","2371.0","2357.5","255.5","416.0","1116.5","555.5","1893.0","341.5","314.0","1019.5","643.0"
"Apr 2021 to Mar 2022 (Period 10)","London North Eastern Railway","3914.5","2662.0","10987.0","184.5","1859.0","4362.0","199.0","214.0","663.0","710.0","1831.0","349.0","157.0","383.0","743.0"
"Apr 2021 to Mar 2022 (Period 11)","London North Eastern Railway","4814.0","2226.5","3825.0","3834.5","1521.0","3113.5","138.0","87.0","780.5","373.0","1530.0","391.5","157.0","537.0","571.5"
"Apr 2021 to Mar 2022 (Period 12)","London North Eastern Railway","3972.0","2046.2","2850.0","20862.0","3523.0","5125.0","525.0","167.5","1451.0","1161.5","955.8","299.5","150.0","337.0","821.4"
"Apr 2021 to Mar 2022 (Period 13)","London North Eastern Railway","2942.2","2247.1","1548.7","1179.0","2255.4","1913.1","149.0","175.0","833.9","528.9","3152.5","291.9","200.0","348.7","1058.6"
"Apr 2022 to Mar 2023 (Period 01)","London North Eastern Railway","4734.5","4551.0","2511.0","875.5","2217.0","1658.0","90.0","471.5","953.5","465.5","1559.5","307.0","172.5","704.5","1006.0"
"Apr 2022 to Mar 2023 (Period 02)","London North Eastern Railway","7028.5","2696.5","4006.0","39.0","2772.0","1661.0","62.0","507.0","1183.0","298.5","1614.0","331.0","253.0","491.5","683.0"
"Apr 2022 to Mar 2023 (Period 03)","London North Eastern Railway","9783.0","2507.0","4619.0","76.5","1817.0","2529.0","138.0","304.0","1007.0","697.0","1309.5","216.0","222.0","486.5","994.5"
"Apr 2022 to Mar 2023 (Period 04)","London North Eastern Railway","11086.0","2562.5","8376.0","5937.0","1605.0","1278.0","731.0","533.0","1508.0","773.0","3129.5","341.0","240.0","753.0","918.0"
"Apr 2022 to Mar 2023 (Period 05)","London North Eastern Railway","6332.0","3310.0","11489.0","6017.0","2025.0","9657.0","134.0","336.5","657.0","929.5","849.0","177.0","353.5","465.0","1101.5"
"Apr 2022 to Mar 2023 (Period 06)","London North Eastern Railway","3371.5","5415.0","11238.0","915.0","3996.0","2359.0","454.0","349.5","743.0","1897.0","3022.0","408.5","316.0","354.5","819.0"
"Apr 2022 to Mar 2023 (Period 07)","London North Eastern Railway","6604.5","2413.5","2819.0","2276.5","2737.0","2587.0","288.0","391.0","873.5","1476.5","1581.0","246.5","214.0","514.0","909.0"
"Apr 2022 to Mar 2023 (Period 08)","London North Eastern Railway","13005.0","3910.5","3020.1","3214.5","2469.0","3645.5","788.5","270.0","2359.0","1551.0","2420.4","424.0","182.0","1004.0","1456.5"
"Apr 2022 to Mar 2023 (Period 09)","London North Eastern Railway","12654.0","6217.8","4883.1","5935.5","5791.0","2874.0","833.0","301.0","1413.5","1822.0","1561.9","416.5","245.0","915.0","873.7"
"Apr 2022 to Mar 2023 (Period 10)","London North Eastern Railway","1709.1","4905.8","2794.2","2904.3","2745.1","2722.8","1114.0","345.0","817.0","2624.5","3102.0","261.1","60.0","182.5","510.5"
"Apr 2022 to Mar 2023 (Period 11)","London North Eastern Railway","2961.6","2587.8","7833.9","2339.8","4044.0","3109.5","592.0","295.0","865.0","837.0","2316.3","357.7","166.0","568.5","740.0"
"Apr 2022 to Mar 2023 (Period 12)","London North Eastern Railway","3061.5","2837.5","4261.4","3959.9","2507.0","1722.0","477.5","189.0","890.0","1342.1","1548.7","390.5","119.9","725.0","940.0"
"Apr 2022 to Mar 2023 (Period 13)","London North Eastern Railway","2607.3","3664.9","6006.9","3596.6","4549.0","3464.0","450.8","134.1","1702.8","801.0","1770.7","480.9","167.4","621.6","723.9"
"Apr 2023 to Mar 2024 (Period 01)","London North Eastern Railway","7896.0","4295.0","4818.0","546.0","2521.0","1363.0","457.0","364.0","982.0","542.0","1010.5","257.0","301.0","501.5","883.0"
"Apr 2023 to Mar 2024 (Period 02)","London North Eastern Railway","5536.0","3551.0","5432.0","759.0","3699.0","2281.0","378.0","457.0","997.0","862.5","1943.0","233.0","242.0","307.5","777.0"
"Apr 2023 to Mar 2024 (Period 03)","London North Eastern Railway","4946.6","4467.6","7727.3","1126.5","4172.0","2918.0","439.0","346.0","634.0","909.0","3275.1","233.8","237.0","658.0","860.0"
"Apr 2023 to Mar 2024 (Period 04)","London North Eastern Railway","3409.1","6437.0","3191.0","1277.0","2329.0","1514.0","404.5","448.5","976.0","1246.5","1080.0","301.5","282.0","624.5","989.4"
"Apr 2023 to Mar 2024 (Period 05)","London North Eastern Railway","6752.0","3663.0","6174.0","856.0","2620.0","1925.0","712.0","531.0","794.0","1210.0","1969.0","261.5","216.0","528.5","879.0"
"Apr 2023 to Mar 2024 (Period 06)","London North Eastern Railway","7710.0","4769.0","4219.0","443.0","827.0","1811.0","383.5","520.0","1509.0","570.5","1464.0","291.5","489.0","576.5","815.0"
"Apr 2023 to Mar 2024 (Period 07)","London North Eastern Railway","6275.0","9836.0","11705.0","988.5","1532.0","2453.0","283.0","245.0","725.5","869.0","1757.0","308.5","193.0","659.0","934.5"
"Apr 2023 to Mar 2024 (Period 08)","London North Eastern Railway","3044.1","13907.4","17701.9","16217.1","1938.0","1924.5","1442.5","302.0","960.0","1362.0","1698.1","240.5","164.5","912.5","1041.0"
"Apr 2023 to Mar 2024 (Period 09)","London North Eastern Railway","5093.1","6369.0","12305.6","8541.1","3324.2","3078.8","511.5","369.0","948.0","1067.0","2104.0","494.0","190.5","1024.0","1286.2"
"Apr 2023 to Mar 2024 (Period 10)","London North Eastern Railway","2319.7","8857.6","10357.0","16308.5","821.0","2518.5","1286.0","336.2","1690.0","2108.0","2275.0","391.7","218.0","432.4","852.5"
"Apr 2023 to Mar 2024 (Period 11)","London North Eastern Railway","5965.9","4932.2","4761.2","5618.6","2234.0","3190.6","825.0","126.0","1538.5","815.0","2068.7","293.5","82.0","641.5","690.3"
"Apr 2023 to Mar 2024 (Period 12)","London North Eastern Railway","5452.1","3168.5","5497.2","1440.8","2270.0","2138.2","1480.0","194.0","829.0","655.5","1286.4","278.5","207.0","615.5","650.3"
"Apr 2023 to Mar 2024 (Period 13)","London North Eastern Railway","8334.9","6052.1","5450.4","1483.9","2698.4","1167.9","461.2","384.0","1131.0","1255.0","1388.9","451.1","168.4","629.4","722.4"
"Apr 2024 to Mar 2025 (Period 01)","London North Eastern Railway","3870.0","3259.5","3160.0","4451.0","3258.0","1519.0","539.0","249.0","1004.0","916.5","2656.5","640.5","162.0","359.0","717.0"
"Apr 2024 to Mar 2025 (Period 02)","London North Eastern Railway","11102.0","3941.5","6541.0","686.0","4443.0","1364.0","864.5","249.0","794.5","1110.5","2519.0","335.0","397.5","489.0","830.5"
"Apr 2024 to Mar 2025 (Period 03)","London North Eastern Railway","7351.0","4668.0","4080.4","191.7","1308.1","2528.0","870.0","445.0","1341.0","1235.0","3443.2","377.5","281.5","683.0","719.7"
"Apr 2024 to Mar 2025 (Period 04)","London North Eastern Railway","10290.6","4405.3","9677.6","153.2","1923.0","4648.0","1177.5","347.0","944.0","927.5","1237.8","343.5","239.4","785.0","940.6"
"Apr 2024 to Mar 2025 (Period 05)","London North Eastern Railway","13086.2","3338.9","7038.2","1643.6","1187.1","1988.0","1110.0","410.0","2173.0","1010.5","1380.6","275.9","434.8","698.0","809.3"
"Apr 2024 to Mar 2025 (Period 06)","London North Eastern Railway","10472.7","3791.6","5771.0","1594.0","2032.0","1855.5","1080.0","580.0","1159.5","870.5","2196.0","273.0","304.5","761.5","758.2"
"Apr 2024 to Mar 2025 (Period 07)","London North Eastern Railway","11523.0","4399.4","5154.0","1920.1","1628.1","1782.0","354.0","490.5","1102.0","510.0","2372.0","275.6","330.5","644.0","1061.7"
"Apr 2024 to Mar 2025 (Period 08)","London North Eastern Railway","3861.0","3858.6","4914.2","1976.5","1483.0","1745.5","162.5","630.0","1065.0","283.0","1723.6","352.3","364.5","1516.8","1151.6"
"Apr 2024 to Mar 2025 (Period 09)","London North Eastern Railway","8070.1","8314.3","10680.1","6027.0","2975.0","6553.0","404.0","545.0","1783.0","1403.5","1957.7","340.8","210.0","3081.5","1311.0"
"Apr 2024 to Mar 2025 (Period 10)","London North Eastern Railway","9003.1","6476.2","2644.0","3576.0","1633.0","5064.0","209.0","439.0","1800.5","591.0","4580.7","407.5","439.0","727.5","834.5"
"Apr 2024 to Mar 2025 (Period 11)","London North Eastern Railway","6305.3","3985.4","10804.5","7907.2","2515.0","3478.6","355.5","199.0","889.0","566.5","3847.5","332.9","179.5","1112.5","899.5"
"Apr 2024 to Mar 2025 (Period 12)","London North Eastern Railway","9082.9","7656.3","4714.3","1120.8","3095.7","2190.4","216.0","296.0","1506.7","952.0","2996.0","326.5","263.5","760.5","1170.5"
"Apr 2024 to Mar 2025 (Period 13)","London North Eastern Railway","4977.7","5430.7","6305.8","214.1","3086.9","2778.7","234.7","454.0","905.0","506.9","2711.3","309.0","328.5","619.0","582.7"
"Apr 2025 to Mar 2026 (Period 01)","London North Eastern Railway","10602.7","3441.7","7106.0","765.5","2900.0","2259.5","105.0","618.5","801.0","291.0","1938.4","649.3","263.0","1274.0","867.4"
